iso3,year,life_expectancy
LVA,2009,73.0804878048781
LVA,2008,72.419512195122
LVA,2007,71.019512195122
LVA,2006,70.8658536585366
LVA,2005,71.3560975609756
LVA,2004,72.0268292682927
LVA,2003,71.2658536585366
LVA,2002,70.9609756097561
LVA,2001,70.7609756097561
LVA,2000,70.3146341463415
LVA,1999,69.7429268292683
LVA,1998,69.0121951219512
LVA,1997,69.3492682926829
LVA,1996,68.7765853658537
LVA,1995,66.3912195121951
LVA,1994,65.6643902439025
LVA,1993,66.7226829268293
LVA,1992,68.3960975609756
LVA,1991,69.0324390243903
LVA,1990,69.2731707317073
LVA,1989,70.1553658536586
LVA,1988,70.6153658536585
LVA,1987,70.6929268292683
LVA,1986,70.6224390243903
LVA,1985,69.2914634146342
LVA,1984,69.1629268292683
LVA,1983,69.1190243902439
LVA,1982,69.3282926829268
LVA,1981,68.7863414634146
LVA,1980,68.8085365853659
LVA,1979,68.4956097560976
LVA,1978,68.9878048780488
LVA,1977,69.1046341463415
LVA,1976,69.0478048780488
LVA,1975,68.9253658536585
LVA,1974,69.7409756097561
LVA,1973,69.8134146341464
LVA,1972,69.8787804878049
LVA,1971,70.1646341463415
LVA,1970,69.8353658536586
LVA,1969,69.7968292682927
LVA,1968,70.0429268292683
LVA,1967,70.3939024390244
LVA,1966,70.7073170731707
LVA,1965,70.7265853658537
LVA,1964,71.0280487804878
LVA,1963,69.8290243902439
LVA,1962,69.430487804878
LVA,1961,70.0324390243903
LVA,1960,69.7868292682927
LBN,2024,77.945
LBN,2023,77.817
LBN,2022,78.003
LBN,2021,73.65
LBN,2020,76.299
LBN,2019,78.208
LBN,2018,78.263
LBN,2017,78.192
LBN,2016,78.306
LBN,2015,78.275
LBN,2014,78.148
LBN,2013,78.037
LBN,2012,77.941
LBN,2011,77.768
LBN,2010,77.529
LBN,2009,77.262
LBN,2008,76.956
LBN,2007,76.732
LBN,2006,75.677
LBN,2005,76.074
LBN,2004,75.693
LBN,2003,75.275
LBN,2002,74.836
LBN,2001,74.354
LBN,2000,73.895
LBN,1999,73.513
LBN,1998,73.201
LBN,1997,72.94
LBN,1996,72.614
LBN,1995,72.383
LBN,1994,72.03
LBN,1993,71.559
LBN,1992,71.169
LBN,1991,70.865
LBN,1990,65.479
LBN,1989,65.114
LBN,1988,62.92
LBN,1987,62.539
LBN,1986,62.011
LBN,1985,61.574
LBN,1984,61.167
LBN,1983,60.752
LBN,1982,47.19
LBN,1981,60.279
LBN,1980,59.909
LBN,1979,59.557
LBN,1978,59.996
LBN,1977,60.331
LBN,1976,36.436
LBN,1975,57.744
LBN,1974,66.41
LBN,1973,66.298
LBN,1972,66.201
LBN,1971,66.12
LBN,1970,66.018
LBN,1969,65.918
LBN,1968,65.802
LBN,1967,65.677
LBN,1966,65.504
LBN,1965,65.317
LBN,1964,65.103
LBN,1963,64.879
LBN,1962,64.595
LBN,1961,64.267
LBN,1960,63.927
LSO,2024,57.798
LSO,2023,57.375
LSO,2022,56.812
LSO,2021,54.209
LSO,2020,55.133
LSO,2019,55.249
LSO,2018,54.638
LSO,2017,53.874
LSO,2016,52.908
LSO,2015,51.83
LSO,2014,50.786
LSO,2013,49.547
LSO,2012,48.235
LSO,2011,46.93
LSO,2010,46.045
LSO,2009,45.055
LSO,2008,44.304
LSO,2007,43.66
LSO,2006,43.182
LSO,2005,43.611
LSO,2004,44.039
LSO,2003,44.921
LSO,2002,45.95
LSO,2001,47.153
LSO,2000,48.783
LSO,1999,50.385
LSO,1998,52.029
LSO,1997,53.733
LSO,1996,55.136
LSO,1995,56.368
LSO,1994,57.288
LSO,1993,58.06
LSO,1992,58.638
LSO,1991,59.061
LSO,1990,59.317
LSO,1989,59.505
LSO,1988,59.572
LSO,1987,59.557
LSO,1986,59.346
LSO,1985,59.211
LSO,1984,58.955
LSO,1983,58.495
LSO,1982,57.976
LSO,1981,57.307
LSO,1980,56.534
LSO,1979,55.843
LSO,1978,55.166
LSO,1977,54.526
LSO,1976,53.931
LSO,1975,53.454
LSO,1974,52.941
LSO,1973,52.62
LSO,1972,52.256
LSO,1971,51.845
LSO,1970,51.501
LSO,1969,51.117
LSO,1968,50.791
LSO,1967,50.513
LSO,1966,50.377
LSO,1965,50.326
LSO,1964,50.307
LSO,1963,50.26
LSO,1962,50.307
LSO,1961,50.275
LSO,1960,50.171
LBR,2024,62.324
LBR,2023,62.163
LBR,2022,61.934
LBR,2021,61.166
LBR,2020,61.267
LBR,2019,61.232
LBR,2018,60.999
LBR,2017,60.777
LBR,2016,60.483
LBR,2015,59.248
LBR,2014,59.21
LBR,2013,59.992
LBR,2012,59.785
LBR,2011,59.486
LBR,2010,59.358
LBR,2009,59.106
LBR,2008,58.675
LBR,2007,58.147
LBR,2006,57.495
LBR,2005,56.765
LBR,2004,55.949
LBR,2003,53.045
LBR,2002,54.061
LBR,2001,53.109
LBR,2000,51.852
LBR,1999,50.412
LBR,1998,49.367
LBR,1997,48.302
LBR,1996,44.945
LBR,1995,44.573
LBR,1994,42.621
LBR,1993,43.022
LBR,1992,43.566
LBR,1991,43.575
LBR,1990,37.644
LBR,1989,43.863
LBR,1988,44.065
LBR,1987,44.267
LBR,1986,44.494
LBR,1985,44.026
LBR,1984,44.683
LBR,1983,44.576
LBR,1982,44.447
LBR,1981,44.344
LBR,1980,44.088
LBR,1979,43.89
LBR,1978,43.567
LBR,1977,43.22
LBR,1976,42.851
LBR,1975,42.463
LBR,1974,42.063
LBR,1973,41.619
LBR,1972,41.199
LBR,1971,40.72
LBR,1970,40.359
LBR,1969,39.991
LBR,1968,39.588
LBR,1967,39.262
LBR,1966,38.955
LBR,1965,38.693
LBR,1964,38.451
LBR,1963,38.309
LBR,1962,38.167
LBR,1961,38.104
LBR,1960,38.073
LBY,2024,71.121
LBY,2023,69.339
LBY,2022,74.462
LBY,2021,72.062
LBY,2020,72.388
LBY,2019,72.941
LBY,2018,73.151
LBY,2017,72.721
LBY,2016,71.799
LBY,2015,71.644
LBY,2014,71.3
LBY,2013,72.339
LBY,2012,72.188
LBY,2011,69.95
LBY,2010,72.196
LBY,2009,72.071
LBY,2008,71.936
LBY,2007,71.788
LBY,2006,71.632
LBY,2005,71.439
LBY,2004,71.21
LBY,2003,70.996
LBY,2002,70.788
LBY,2001,70.653
LBY,2000,70.542
LBY,1999,70.601
LBY,1998,70.657
LBY,1997,70.72
LBY,1996,70.736
LBY,1995,70.641
LBY,1994,70.472
LBY,1993,70.247
LBY,1992,69.974
LBY,1991,69.635
LBY,1990,69.312
LBY,1989,68.979
LBY,1988,68.608
LBY,1987,68.258
LBY,1986,67.806
LBY,1985,67.285
LBY,1984,66.748
LBY,1983,66.26
LBY,1982,65.768
LBY,1981,65.255
LBY,1980,64.797
LBY,1979,64.328
LBY,1978,63.796
LBY,1977,63.129
LBY,1976,62.448
LBY,1975,61.621
LBY,1974,60.709
LBY,1973,59.71
LBY,1972,58.685
LBY,1971,57.583
LBY,1970,56.379
LBY,1969,55.173
LBY,1968,53.849
LBY,1967,52.462
LBY,1966,50.946
LBY,1965,49.278
LBY,1964,47.652
LBY,1963,45.584
LBY,1962,44.075
LBY,1961,42.362
LBY,1960,40.752
LIE,2024,84.2
LIE,2023,84.5951219512195
LIE,2022,84.1219512195122
LIE,2021,84.4024390243902
LIE,2020,81.6585365853659
LIE,2019,84.1609756097561
LIE,2018,83.0414634146342
LIE,2017,83.7463414634147
LIE,2016,82.2585365853659
LIE,2015,82.6560975609756
LIE,2014,82.0731707317073
LIE,2013,82.2609756097561
LIE,2012,82.3829268292683
LIE,2011,81.7926829268293
LIE,2010,81.8414634146342
LIE,2009,81.5
LIE,2008,82.6829268292683
LIE,2007,81.2951219512195
LIE,2006,80.9487804878049
LIE,2005,80.6682926829268
LIE,2004,81.7707317073171
LIE,2003,79.9609756097561
LIE,2002,79.6365853658537
LIE,2001,79.2756097560976
LIE,2000,76.8268292682927
LIE,1999,79.109756097561
LIE,1998,77.7463414634146
LIE,1997,76.0463414634146
LIE,1996,76.8365853658537
LIE,1995,77.390243902439
LIE,1994,78.4219512195122
LIE,1993,78.2707073170732
LIE,1992,78.4636585365854
LIE,1991,78.4712926829268
LIE,1990,78.3315365853659
LIE,1989,78.1208536585366
LIE,1988,77.8447317073171
LIE,1987,77.614756097561
LIE,1986,77.1143170731708
LIE,1985,76.6388048780488
LIE,1984,76.0926341463415
LIE,1983,75.6130487804878
LIE,1982,74.9551707317073
LIE,1981,74.8312195121951
LIE,1980,74.6580975609756
LIE,1979,74.6135609756098
LIE,1978,74.5905609756098
LIE,1977,74.6583170731707
LIE,1976,74.4749512195122
LIE,1975,74.2641951219512
LIE,1974,73.9874390243903
LIE,1973,73.6489512195122
LIE,1972,73.4018048780488
LIE,1971,73.0916829268293
LIE,1970,72.8831951219512
LIE,1969,72.6079024390244
LIE,1968,72.3931219512195
LIE,1967,72.0426341463415
LIE,1966,71.6317804878049
LIE,1965,71.2156585365854
LIE,1964,71.0428048780488
LIE,1963,70.9008536585366
LIE,1962,70.8495853658537
LIE,1961,70.9554390243902
LIE,1960,70.8882195121951
LTU,2024,77.1951219512195
LTU,2023,77.290243902439
LTU,2022,75.6439024390244
LTU,2021,74.0365853658537
LTU,2020,75.0292682926829
LTU,2019,76.2829268292683
LTU,2018,75.6804878048781
LTU,2017,75.4804878048781
LTU,2016,74.6707317073171
LTU,2015,74.3219512195122
LTU,2014,74.5170731707317
LTU,2013,73.9146341463415
LTU,2012,73.8634146341464
LTU,2011,73.5634146341464
LTU,2010,73.2682926829268
LTU,2009,72.9146341463415
LTU,2008,71.8121951219512
LTU,2007,70.9
LTU,2006,71.0560975609756
LTU,2005,71.2536585365854
LTU,2004,71.9609756097561
LTU,2003,72.0609756097561
LTU,2002,71.7609756097561
LTU,2001,71.6585365853659
LTU,2000,72.0195121951219
LTU,1999,71.5707317073171
LTU,1998,71.219512195122
LTU,1997,70.9090243902439
LTU,1996,70.1080487804878
LTU,1995,69.0063414634147
LTU,1994,68.530243902439
LTU,1993,68.9104878048781
LTU,1992,70.2343902439025
LTU,1991,70.3641463414634
LTU,1990,71.1607317073171
LTU,1989,71.4253658536585
LTU,1988,71.7621951219512
LTU,1987,71.9346341463415
LTU,1986,72.0807317073171
LTU,1985,70.5012195121951
LTU,1984,70.32
LTU,1983,70.7778048780488
LTU,1982,70.8368292682927
LTU,1981,70.4607317073171
LTU,1980,70.4821951219512
LTU,1979,70.4821951219512
LTU,1978,70.6046341463415
LTU,1977,70.809512195122
LTU,1976,70.9580487804878
LTU,1975,70.8673170731707
LTU,1974,71.2441463414634
LTU,1973,71.3321951219512
LTU,1972,71.0246341463415
LTU,1971,71.7353658536585
LTU,1970,70.8043902439024
LTU,1969,70.9285365853659
LTU,1968,71.3136585365854
LTU,1967,71.6039024390244
LTU,1966,71.520243902439
LTU,1965,71.3251219512195
LTU,1964,71.5090243902439
LTU,1963,70.2043902439024
LTU,1962,69.0953658536585
LTU,1961,70.1026829268293
LTU,1960,69.8473170731707
LUX,2024,83.1951219512195
LUX,2023,83.309756097561
LUX,2022,82.9463414634147
LUX,2021,82.5975609756098
LUX,2020,82.1439024390244
LUX,2019,82.6390243902439
LUX,2018,82.2951219512195
LUX,2017,82.0951219512195
LUX,2016,82.6853658536585
LUX,2015,82.2926829268293
LUX,2014,82.2292682926829
LUX,2013,81.8
LUX,2012,81.3926829268293
LUX,2011,80.9878048780488
LUX,2010,80.6317073170732
LUX,2009,80.6365853658537
LUX,2008,80.5390243902439
LUX,2007,79.3829268292683
LUX,2006,79.2878048780488
LUX,2005,79.4317073170732
LUX,2004,79.1219512195122
LUX,2003,77.7268292682927
LUX,2002,77.9658536585366
LUX,2001,77.8243902439025
LUX,2000,77.8731707317073
LUX,1999,77.7707317073171
LUX,1998,77.0170731707317
LUX,1997,76.880487804878
LUX,1996,76.519512195122
LUX,1995,76.5121951219512
LUX,1994,76.3707317073171
LUX,1993,75.7121951219512
LUX,1992,75.7707317073171
LUX,1991,75.4634146341463
LUX,1990,74.7754878048781
LUX,1989,74.1226585365854
LUX,1988,74.1201951219512
LUX,1987,73.7223414634146
LUX,1986,73.952512195122
LUX,1985,73.1336097560976
LUX,1984,72.5807073170732
LUX,1983,72.8511951219512
LUX,1982,72.0555853658537
LUX,1981,71.9679268292683
LUX,1980,72.2581707317073
LUX,1979,72.1766585365854
LUX,1978,71.4146341463415
LUX,1977,71.4241463414634
LUX,1976,70.2204146341464
LUX,1975,70.3182195121951
LUX,1974,70.1996341463415
LUX,1973,70.3344390243903
LUX,1972,70.4433658536585
LUX,1971,69.2398536585366
LUX,1970,69.2080975609756
LUX,1969,69.7166829268293
LUX,1968,69.974756097561
LUX,1967,69.4889268292683
LUX,1966,68.9003658536585
LUX,1965,69.2268536585366
LUX,1964,68.8656829268293
LUX,1963,68.6719756097561
LUX,1962,68.4317317073171
LUX,1961,69.1529268292683
LUX,1960,68.8005609756098
MAC,2024,83.3317073170732
MAC,2023,83.1804878048781
MAC,2022,83.0804878048781
MAC,2021,83.7292682926829
MAC,2020,84.1292682926829
MAC,2019,83.9292682926829
MAC,2018,83.6780487804878
MAC,2017,83.5268292682927
MAC,2016,83.2756097560976
MAC,2015,83.2243902439024
MAC,2014,83.0219512195122
MAC,2013,82.7219512195122
MAC,2012,82.4707317073171
MAC,2011,82.4707317073171
MAC,2010,82.2731707317073
MAC,2009,82.1756097560976
MAC,2008,82.0268292682927
MAC,2007,81.7292682926829
MAC,2006,81.7292682926829
MAC,2005,81.3414634146341
MAC,2004,80.9926829268293
MAC,2003,81.0439024390244
MAC,2002,80.9463414634146
MAC,2001,80.5878048780488
MAC,2000,80.1829268292683
MAC,1999,78.9951219512195
MAC,1998,78.2463414634146
MAC,1997,77.6463414634146
MAC,1996,77.5439024390244
MAC,1995,76.7585365853659
MAC,1994,77.2664878048781
MAC,1993,77.3012682926829
MAC,1992,76.8933170731707
MAC,1991,76.4601219512195
MAC,1990,76.3986829268293
MAC,1989,76.0493658536586
MAC,1988,75.3718536585366
MAC,1987,74.9958292682927
MAC,1986,74.814512195122
MAC,1985,74.5358048780488
MAC,1984,74.0673902439025
MAC,1983,73.906512195122
MAC,1982,73.7552926829268
MAC,1981,73.1919756097561
MAC,1980,72.7648292682927
MAC,1979,72.3346829268293
MAC,1978,71.9051463414634
MAC,1977,71.3875365853659
MAC,1976,71.4869756097561
MAC,1975,70.7074390243902
MAC,1974,70.5503902439024
MAC,1973,70.1881463414634
MAC,1972,69.6813902439025
MAC,1971,69.1089268292683
MAC,1970,68.6991463414634
MAC,1969,68.1946341463415
MAC,1968,67.945
MAC,1967,67.3226829268293
MAC,1966,66.7044146341464
MAC,1965,66.2214634146342
MAC,1964,65.8860731707317
MAC,1963,65.4913414634146
MAC,1962,64.9175365853659
MAC,1961,64.311
MAC,1960,63.780756097561
MDG,2024,63.835
MDG,2023,63.632
MDG,2022,63.068
MDG,2021,62.516
MDG,2020,62.706
MDG,2019,63.504
MDG,2018,63.491
MDG,2017,63.433
MDG,2016,63.431
MDG,2015,63.362
MDG,2014,63.261
MDG,2013,63.161
MDG,2012,63.007
MDG,2011,62.86
MDG,2010,62.597
MDG,2009,62.304
MDG,2008,61.992
MDG,2007,61.533
MDG,2006,61.14
MDG,2005,60.664
MDG,2004,60.168
MDG,2003,59.693
MDG,2002,59.17
MDG,2001,58.674
MDG,2000,57.974
MDG,1999,57.434
MDG,1998,56.803
MDG,1997,56.127
MDG,1996,55.477
MDG,1995,54.845
MDG,1994,54.247
MDG,1993,53.733
MDG,1992,52.946
MDG,1991,52.555
MDG,1990,52.14
MDG,1989,51.816
MDG,1988,51.425
MDG,1987,51.098
MDG,1986,50.651
MDG,1985,50.406
MDG,1984,50.209
MDG,1983,50.107
MDG,1982,50.009
MDG,1981,49.806
MDG,1980,49.984
MDG,1979,50.059
MDG,1978,50.017
MDG,1977,49.945
MDG,1976,49.8
MDG,1975,49.596
MDG,1974,49.303
MDG,1973,48.921
MDG,1972,48.507
MDG,1971,48.204
MDG,1970,47.898
MDG,1969,47.322
MDG,1968,46.932
MDG,1967,46.457
MDG,1966,45.98
MDG,1965,45.447
MDG,1964,45.037
MDG,1963,44.626
MDG,1962,44.185
MDG,1961,43.79
MDG,1960,43.349
MWI,2024,67.561
MWI,2023,67.353
MWI,2022,66.037
MWI,2021,64.782
MWI,2020,65.216
MWI,2019,64.995
MWI,2018,64.464
MWI,2017,63.914
MWI,2016,63.163
MWI,2015,62.324
MWI,2014,61.651
MWI,2013,60.816
MWI,2012,59.87
MWI,2011,58.859
MWI,2010,57.787
MWI,2009,56.714
MWI,2008,55.715
MWI,2007,54.687
MWI,2006,53.652
MWI,2005,52.469
MWI,2004,51.073
MWI,2003,49.601
MWI,2002,48.176
MWI,2001,47.205
MWI,2000,46.17
MWI,1999,45.06
MWI,1998,44.3
MWI,1997,44.2
MWI,1996,44.005
MWI,1995,43.804
MWI,1994,43.8
MWI,1993,43.648
MWI,1992,43.636
MWI,1991,43.54
MWI,1990,43.575
MWI,1989,43.515
MWI,1988,43.569
MWI,1987,43.902
MWI,1986,44.298
MWI,1985,44.568
MWI,1984,44.807
MWI,1983,44.974
MWI,1982,44.84
MWI,1981,44.72
MWI,1980,44.331
MWI,1979,43.703
MWI,1978,43.002
MWI,1977,41.979
MWI,1976,41.022
MWI,1975,40.079
MWI,1974,39.197
MWI,1973,38.355
MWI,1972,37.608
MWI,1971,37.095
MWI,1970,36.638
MWI,1969,36.301
MWI,1968,36.085
MWI,1967,35.941
MWI,1966,35.831
MWI,1965,35.74
MWI,1964,35.681
MWI,1963,35.643
MWI,1962,35.449
MWI,1961,35.23
MWI,1960,34.986
MYS,2024,76.821
MYS,2023,76.657
MYS,2022,75.444
MYS,2021,73.917
MYS,2020,76.057
MYS,2019,75.9
MYS,2018,75.734
MYS,2017,75.542
MYS,2016,75.371
MYS,2015,75.288
MYS,2014,75.345
MYS,2013,75.464
MYS,2012,75.552
MYS,2011,75.488
MYS,2010,75.376
MYS,2009,75.269
MYS,2008,75.151
MYS,2007,74.961
MYS,2006,74.697
MYS,2005,74.37
MYS,2004,74.027
MYS,2003,73.727
MYS,2002,73.469
MYS,2001,73.08
MYS,2000,72.732
MYS,1999,72.428
MYS,1998,72.385
MYS,1997,72.296
MYS,1996,72.119
MYS,1995,71.979
MYS,1994,71.865
MYS,1993,71.721
MYS,1992,71.483
MYS,1991,71.219
MYS,1990,70.952
MYS,1989,70.759
MYS,1988,70.551
MYS,1987,70.351
MYS,1986,70.133
MYS,1985,69.863
MYS,1984,69.551
MYS,1983,69.205
MYS,1982,68.876
MYS,1981,68.461
MYS,1980,68.061
MYS,1979,67.607
MYS,1978,67.17
MYS,1977,66.72
MYS,1976,66.233
MYS,1975,65.697
MYS,1974,65.204
MYS,1973,64.725
MYS,1972,64.232
MYS,1971,63.77
MYS,1970,63.298
MYS,1969,62.868
MYS,1968,62.443
MYS,1967,62.044
MYS,1966,61.679
MYS,1965,61.144
MYS,1964,60.448
MYS,1963,59.667
MYS,1962,58.855
MYS,1961,58.015
MYS,1960,57.168
MDV,2024,81.285
MDV,2023,81.041
MDV,2022,80.76
MDV,2021,78.052
MDV,2020,78.713
MDV,2019,79.707
MDV,2018,79.433
MDV,2017,79.228
MDV,2016,78.913
MDV,2015,78.607
MDV,2014,78.187
MDV,2013,77.847
MDV,2012,77.512
MDV,2011,77.141
MDV,2010,76.756
MDV,2009,76.371
MDV,2008,75.999
MDV,2007,75.711
MDV,2006,75.256
MDV,2005,74.785
MDV,2004,73.008
MDV,2003,73.263
MDV,2002,72.36
MDV,2001,71.659
MDV,2000,70.892
MDV,1999,70.157
MDV,1998,69.303
MDV,1997,68.517
MDV,1996,67.734
MDV,1995,66.962
MDV,1994,66.197
MDV,1993,65.434
MDV,1992,64.664
MDV,1991,63.911
MDV,1990,63.148
MDV,1989,62.375
MDV,1988,61.59
MDV,1987,60.789
MDV,1986,59.993
MDV,1985,59.18
MDV,1984,58.341
MDV,1983,57.484
MDV,1982,56.614
MDV,1981,55.729
MDV,1980,54.819
MDV,1979,53.871
MDV,1978,50.448
MDV,1977,51.835
MDV,1976,50.753
MDV,1975,49.645
MDV,1974,48.535
MDV,1973,47.459
MDV,1972,46.431
MDV,1971,45.454
MDV,1970,44.522
MDV,1969,43.654
MDV,1968,42.852
MDV,1967,42.106
MDV,1966,41.406
MDV,1965,40.759
MDV,1964,40.152
MDV,1963,39.593
MDV,1962,39.09
MDV,1961,38.645
MDV,1960,38.244
MLI,2024,60.675
MLI,2023,60.439
MLI,2022,60.035
MLI,2021,59.116
MLI,2020,58.858
MLI,2019,59.217
MLI,2018,58.873
MLI,2017,58.562
MLI,2016,58.286
MLI,2015,57.852
MLI,2014,57.482
MLI,2013,57.052
MLI,2012,56.696
MLI,2011,56.367
MLI,2010,55.993
MLI,2009,55.588
MLI,2008,55.187
MLI,2007,54.756
MLI,2006,54.305
MLI,2005,53.792
MLI,2004,53.253
MLI,2003,52.632
MLI,2002,51.995
MLI,2001,51.3
MLI,2000,50.605
MLI,1999,50.06
MLI,1998,49.592
MLI,1997,49.086
MLI,1996,48.5
MLI,1995,48.292
MLI,1994,47.914
MLI,1993,47.586
MLI,1992,47.238
MLI,1991,46.889
MLI,1990,46.541
MLI,1989,46.237
MLI,1988,45.72
MLI,1987,45.228
MLI,1986,44.62
MLI,1985,43.921
MLI,1984,43.396
MLI,1983,42.748
MLI,1982,41.804
MLI,1981,40.984
MLI,1980,40.266
MLI,1979,39.506
MLI,1978,38.761
MLI,1977,37.986
MLI,1976,37.204
MLI,1975,36.484
MLI,1974,35.749
MLI,1973,35.087
MLI,1972,34.507
MLI,1971,33.804
MLI,1970,33.396
MLI,1969,32.871
MLI,1968,32.568
MLI,1967,32.197
MLI,1966,31.792
MLI,1965,31.529
MLI,1964,31.231
MLI,1963,31.02
MLI,1962,30.833
MLI,1961,30.637
MLI,1960,30.459
MLT,2024,82.9560975609756
MLT,2023,83.3560975609756
MLT,2022,82.2975609756098
MLT,2021,82.2585365853659
MLT,2020,82.0975609756098
MLT,2019,82.6585365853659
MLT,2018,82.2487804878049
MLT,2017,82.1951219512195
MLT,2016,82.3536585365854
MLT,2015,81.7975609756098
MLT,2014,81.8951219512195
MLT,2013,81.7463414634146
MLT,2012,80.7463414634146
MLT,2011,80.7463414634146
MLT,2010,81.3975609756098
MLT,2009,80.2414634146342
MLT,2008,79.6365853658537
MLT,2007,79.7926829268293
MLT,2006,79.4390243902439
MLT,2005,79.3
MLT,2004,79.2536585365854
MLT,2003,78.5463414634146
MLT,2002,78.7390243902439
MLT,2001,78.8439024390244
MLT,2000,78.3487804878049
MLT,1999,77.5
MLT,1998,77.5878048780488
MLT,1997,77.7390243902439
MLT,1996,77.3414634146342
MLT,1995,77.290243902439
MLT,1994,76.8329756097561
MLT,1993,76.7196097560976
MLT,1992,76.5651219512195
MLT,1991,76.3776341463415
MLT,1990,76.0459268292683
MLT,1989,76.0512926829268
MLT,1988,75.7509024390244
MLT,1987,75.1933170731707
MLT,1986,74.393512195122
MLT,1985,73.7640731707317
MLT,1984,73.2111707317073
MLT,1983,73.0011463414634
MLT,1982,72.7255853658537
MLT,1981,72.2716585365854
MLT,1980,72.2183902439025
MLT,1979,72.3917073170732
MLT,1978,72.2289268292683
MLT,1977,72.2178048780488
MLT,1976,72.0916097560976
MLT,1975,71.9532195121951
MLT,1974,71.8290731707317
MLT,1973,71.2199268292683
MLT,1972,70.5963170731707
MLT,1971,70.0765365853659
MLT,1970,70.2849512195122
MLT,1969,69.9741463414634
MLT,1968,69.8187804878049
MLT,1967,69.710512195122
MLT,1966,69.6580975609756
MLT,1965,69.3719024390244
MLT,1964,69.2581951219512
MLT,1963,69.158512195122
MLT,1962,69.0752682926829
MLT,1961,68.3216341463415
MLT,1960,68.3440975609756
MHL,2024,67.075
MHL,2023,66.945
MHL,2022,66.725
MHL,2021,65.421
MHL,2020,65.387
MHL,2019,66.047
MHL,2018,65.87
MHL,2017,65.673
MHL,2016,65.477
MHL,2015,65.292
MHL,2014,65.11
MHL,2013,64.954
MHL,2012,64.776
MHL,2011,64.641
MHL,2010,64.498
MHL,2009,64.395
MHL,2008,64.3
MHL,2007,64.259
MHL,2006,64.207
MHL,2005,64.112
MHL,2004,64.044
MHL,2003,63.956
MHL,2002,63.848
MHL,2001,63.735
MHL,2000,63.323
MHL,1999,63.421
MHL,1998,63.218
MHL,1997,63.015
MHL,1996,62.765
MHL,1995,62.515
MHL,1994,62.308
MHL,1993,62.085
MHL,1992,61.9
MHL,1991,61.792
MHL,1990,61.756
MHL,1989,61.733
MHL,1988,61.778
MHL,1987,61.808
MHL,1986,61.778
MHL,1985,61.712
MHL,1984,61.602
MHL,1983,61.452
MHL,1982,61.293
MHL,1981,61.139
MHL,1980,60.989
MHL,1979,60.845
MHL,1978,60.701
MHL,1977,60.572
MHL,1976,60.416
MHL,1975,60.273
MHL,1974,60.12
MHL,1973,59.833
MHL,1972,59.491
MHL,1971,59.133
MHL,1970,58.798
MHL,1969,58.504
MHL,1968,58.192
MHL,1967,57.764
MHL,1966,57.284
MHL,1965,56.779
MHL,1964,56.265
MHL,1963,55.739
MHL,1962,55.214
MHL,1961,54.725
MHL,1960,54.359
MRT,2024,68.713
MRT,2023,68.484
MRT,2022,68.281
MRT,2021,66.762
MRT,2020,66.794
MRT,2019,67.64
MRT,2018,67.419
MRT,2017,67.088
MRT,2016,66.823
MRT,2015,66.498
MRT,2014,66.207
MRT,2013,65.89
MRT,2012,65.808
MRT,2011,65.754
MRT,2010,65.661
MRT,2009,65.485
MRT,2008,65.233
MRT,2007,64.885
MRT,2006,64.493
MRT,2005,63.92
MRT,2004,63.369
MRT,2003,62.805
MRT,2002,62.249
MRT,2001,61.662
MRT,2000,61.044
MRT,1999,60.443
MRT,1998,59.89
MRT,1997,59.417
MRT,1996,58.915
MRT,1995,58.861
MRT,1994,58.763
MRT,1993,58.733
MRT,1992,58.568
MRT,1991,58.291
MRT,1990,58.087
MRT,1989,57.699
MRT,1988,57.483
MRT,1987,56.964
MRT,1986,56.323
MRT,1985,55.808
MRT,1984,55.195
MRT,1983,54.58
MRT,1982,54.229
MRT,1981,53.684
MRT,1980,53.204
MRT,1979,52.763
MRT,1978,52.349
MRT,1977,51.998
MRT,1976,51.77
MRT,1975,51.571
MRT,1974,51.432
MRT,1973,51.216
MRT,1972,51.037
MRT,1971,50.757
MRT,1970,50.544
MRT,1969,50.085
MRT,1968,49.507
MRT,1967,48.893
MRT,1966,48.135
MRT,1965,47.36
MRT,1964,46.581
MRT,1963,45.794
MRT,1962,45.047
MRT,1961,44.307
MRT,1960,43.611
MUS,2024,73.7890243902439
MUS,2023,73.4121951219512
MUS,2022,73.5146341463415
MUS,2021,73.680243902439
MUS,2020,74.1770731707317
MUS,2019,74.2358536585366
MUS,2018,74.4163414634146
MUS,2017,74.5146341463415
MUS,2016,74.3948780487805
MUS,2015,74.3531707317073
MUS,2014,74.1943902439024
MUS,2013,74.0170731707317
MUS,2012,73.8634146341464
MUS,2011,73.2668292682927
MUS,2010,72.9673170731707
MUS,2009,72.8824390243903
MUS,2008,72.5707317073171
MUS,2007,72.5707317073171
MUS,2006,72.4321951219512
MUS,2005,72.4321951219512
MUS,2004,72.2658536585366
MUS,2003,72.1170731707317
MUS,2002,71.9658536585366
MUS,2001,71.7658536585366
MUS,2000,71.6634146341463
MUS,1999,70.9609756097561
MUS,1998,70.6073170731707
MUS,1997,70.4048780487805
MUS,1996,70.3229268292683
MUS,1995,70.3258536585366
MUS,1994,70.1585365853659
MUS,1993,70.1073170731707
MUS,1992,70.0585365853659
MUS,1991,69.9560975609756
MUS,1990,69.4048780487805
MUS,1989,69.6791219512195
MUS,1988,69.5606097560976
