iso3,year,asylum_seekers
PAN,2016,4465
PAN,2015,2929
PAN,2014,1395
PAN,2013,624
PAN,2012,357
PAN,2011,782
PAN,2010,469
PAN,2009,778
PAN,2008,596
PAN,2007,524
PAN,2006,241
PAN,2005,426
PAN,2004,260
PAN,2003,95
PAN,2002,82
PAN,2001,53
PAN,2000,85
PNG,2025,3121
PNG,2024,3251
PNG,2023,3298
PNG,2022,3303
PNG,2021,125
PNG,2020,108
PNG,2019,132
PNG,2018,151
PNG,2017,0
PNG,2016,16
PNG,2015,448
PNG,2014,398
PNG,2013,404
PNG,2012,156
PNG,2011,0
PNG,2010,0
PNG,2009,5
PNG,2008,5
PNG,2007,10
PNG,2006,0
PNG,2005,5
PNG,2004,199
PNG,2003,305
PNG,2002,312
PRY,2025,1659
PRY,2024,1578
PRY,2023,1598
PRY,2022,1200
PRY,2021,860
PRY,2020,1452
PRY,2019,680
PRY,2018,350
PRY,2017,69
PRY,2016,31
PRY,2015,27
PRY,2014,9
PRY,2013,0
PRY,2012,5
PRY,2011,5
PRY,2010,0
PRY,2009,0
PRY,2008,0
PRY,2007,14
PRY,2006,0
PRY,2005,8
PRY,2004,0
PRY,2003,5
PRY,2002,5
PRY,2001,12
PRY,2000,0
PER,2025,556770
PER,2024,539957
PER,2023,508429
PER,2022,537461
PER,2021,537047
PER,2020,537552
PER,2019,487049
PER,2018,230845
PER,2017,37728
PER,2016,4368
PER,2015,350
PER,2014,374
PER,2013,500
PER,2012,473
PER,2011,484
PER,2010,257
PER,2009,359
PER,2008,570
PER,2007,533
PER,2006,479
PER,2005,328
PER,2004,222
PER,2003,174
PER,2002,130
PER,2001,56
PER,2000,7
PHL,2025,942
PHL,2024,1380
PHL,2023,1029
PHL,2022,780
PHL,2021,586
PHL,2020,397
PHL,2019,319
PHL,2018,238
PHL,2017,210
PHL,2016,205
PHL,2015,185
PHL,2014,91
PHL,2013,68
PHL,2012,29
PHL,2011,46
PHL,2010,58
PHL,2009,36
PHL,2008,78
PHL,2007,12
PHL,2006,19
PHL,2005,27
PHL,2004,38
PHL,2003,32
PHL,2002,38
PHL,2001,34
PHL,2000,10
POL,2025,13848
POL,2024,10992
POL,2023,6989
POL,2022,3020
POL,2021,3823
POL,2020,3602
POL,2019,4783
POL,2018,3059
POL,2017,2878
POL,2016,3412
POL,2015,3281
POL,2014,2675
POL,2013,2157
POL,2012,2394
POL,2011,2873
POL,2010,2111
POL,2009,2397
POL,2008,4381
POL,2007,5937
POL,2006,1965
POL,2005,1620
POL,2004,3520
POL,2003,1512
POL,2002,2554
PRT,2025,8595
PRT,2024,2563
PRT,2023,1267
PRT,2022,968
PRT,2021,2162
PRT,2020,1154
PRT,2019,1057
PRT,2018,85
PRT,2017,45
PRT,2016,850
PRT,2015,571
PRT,2014,327
PRT,2013,198
PRT,2012,192
PRT,2011,212
PRT,2010,61
PRT,2009,10
QAT,2025,153
QAT,2024,152
QAT,2023,140
QAT,2022,140
QAT,2021,310
QAT,2020,243
QAT,2019,99
QAT,2018,91
QAT,2017,123
QAT,2016,143
QAT,2015,116
QAT,2014,86
QAT,2013,10
QAT,2012,54
QAT,2011,48
QAT,2010,15
QAT,2009,10
QAT,2008,31
QAT,2007,38
QAT,2006,28
QAT,2005,23
QAT,2004,23
QAT,2003,42
QAT,2002,19
QAT,2001,9
QAT,2000,0
ROU,2025,316
ROU,2024,462
ROU,2023,1068
ROU,2022,1172
ROU,2021,1504
ROU,2020,2242
ROU,2019,916
ROU,2018,1476
ROU,2017,1514
ROU,2016,72
ROU,2015,408
ROU,2014,325
ROU,2013,121
ROU,2012,21
ROU,2011,751
ROU,2010,372
ROU,2009,391
ROU,2008,287
ROU,2007,158
ROU,2006,165
ROU,2005,263
ROU,2004,188
ROU,2003,302
ROU,2002,34
RUS,2025,976
RUS,2024,1363
RUS,2023,891
RUS,2022,1066
RUS,2021,524
RUS,2020,813
RUS,2019,1445
RUS,2018,1361
RUS,2017,2168
RUS,2016,3025
RUS,2015,2047
RUS,2014,3051
RUS,2013,1242
RUS,2012,816
RUS,2011,943
RUS,2010,1432
RUS,2009,1679
RUS,2008,1800
RUS,2007,3074
RUS,2006,298
RUS,2005,286
RUS,2004,313
RUS,2003,275
RUS,2002,606
RUS,2001,737
RUS,2000,689
RWA,2025,15251
RWA,2024,14193
RWA,2023,12660
RWA,2022,478
RWA,2021,393
RWA,2020,465
RWA,2019,493
RWA,2018,423
RWA,2017,438
RWA,2016,456
RWA,2015,406
RWA,2014,218
RWA,2013,210
RWA,2012,1473
RWA,2011,291
RWA,2010,284
RWA,2009,278
RWA,2008,347
RWA,2007,725
RWA,2006,3945
RWA,2005,4299
RWA,2004,3240
RWA,2003,3019
RWA,2002,1574
RWA,2001,1715
RWA,2000,1716
WSM,2018,0
WSM,2017,0
WSM,2016,0
WSM,2015,5
SAU,2025,3907
SAU,2024,3907
SAU,2023,3945
SAU,2022,3941
SAU,2021,12449
SAU,2020,9434
SAU,2019,2327
SAU,2018,2167
SAU,2017,82
SAU,2016,51
SAU,2015,33
SAU,2014,99
SAU,2013,98
SAU,2012,98
SAU,2011,80
SAU,2010,85
SAU,2009,101
SAU,2008,189
SAU,2007,284
SAU,2006,269
SAU,2005,212
SAU,2004,172
SAU,2003,94
SAU,2002,125
SAU,2001,235
SAU,2000,173
SEN,2025,1538
SEN,2024,1228
SEN,2023,770
SEN,2022,260
SEN,2021,2045
SEN,2020,1913
SEN,2019,1791
SEN,2018,1699
SEN,2017,3368
SEN,2016,3213
SEN,2015,3116
SEN,2014,2911
SEN,2013,2474
SEN,2012,2333
SEN,2011,2261
SEN,2010,2174
SEN,2009,2792
SEN,2008,2692
SEN,2007,2539
SEN,2006,2633
SEN,2005,2628
SEN,2004,2407
SEN,2003,2260
SEN,2002,1924
SEN,2001,2639
SEN,2000,1948
SRB,2025,134
SRB,2024,202
SRB,2023,163
SRB,2022,191
SRB,2021,223
SRB,2020,302
SRB,2019,274
SRB,2018,219
SRB,2017,141
SRB,2016,122
SRB,2015,108
SRB,2014,439
SRB,2013,380
SRB,2012,315
SRB,2011,392
SRB,2010,194
SRB,2009,25
SRB,2008,34
SRB,2007,11
SRB,2006,0
SRB,2005,24
SRB,2004,38
SRB,2003,33
SRB,2002,30
SRB,2001,50
SRB,2000,8
SLE,2025,0
SLE,2024,0
SLE,2023,0
SLE,2022,0
SLE,2021,0
SLE,2020,0
SLE,2019,0
SLE,2018,0
SLE,2017,0
SLE,2016,5
SLE,2015,12
SLE,2014,12
SLE,2013,36
SLE,2012,66
SLE,2011,61
SLE,2010,204
SLE,2009,207
SLE,2008,329
SLE,2007,226
SLE,2006,228
SLE,2005,174
SLE,2004,136
SLE,2003,136
SLE,2002,278
SLE,2001,273
SLE,2000,458
SGP,2025,0
SGP,2024,0
SGP,2023,0
SGP,2022,0
SGP,2021,0
SGP,2020,0
SGP,2019,0
SGP,2018,0
SGP,2014,0
SGP,2010,0
SGP,2009,0
SGP,2008,0
SGP,2007,21
SGP,2006,10
SXM,2025,141
SXM,2024,144
SXM,2023,128
SXM,2022,122
SXM,2021,41
SXM,2020,8
SXM,2019,5
SXM,2018,0
SXM,2017,0
SXM,2016,5
SXM,2015,10
SXM,2014,5
SXM,2013,0
SXM,2012,5
SXM,2011,0
SXM,2010,5
SVK,2025,16
SVK,2024,80
SVK,2023,92
SVK,2022,104
SVK,2021,43
SVK,2020,44
SVK,2019,5
SVK,2018,17
SVK,2017,26
SVK,2016,38
SVK,2015,173
SVK,2014,220
SVK,2013,200
SVK,2012,194
SVK,2011,185
SVK,2010,267
SVK,2009,254
SVK,2008,307
SVK,2007,578
SVK,2006,2740
SVK,2005,2704
SVK,2004,2905
SVK,2003,4634
SVK,2002,4497
SVK,2001,3143
SVK,2000,379
SVN,2025,722
SVN,2024,845
SVN,2023,1143
SVN,2022,495
SVN,2021,572
SVN,2020,277
SVN,2019,308
SVN,2018,245
SVN,2017,264
SVN,2016,309
SVN,2015,92
SVN,2014,61
SVN,2013,5
SVN,2012,93
SVN,2011,93
SVN,2010,112
SVN,2009,78
SVN,2008,74
SVN,2007,44
SVN,2006,173
SVN,2005,182
SVN,2004,310
SVN,2003,122
SVN,2002,187
SVN,2001,284
SVN,2000,8813
SLB,2024,0
SLB,2023,0
SLB,2022,0
SLB,2021,0
SLB,2018,5
SLB,2015,0
SLB,2014,0
SLB,2013,5
SLB,2012,5
SOM,2025,25702
SOM,2024,22260
SOM,2023,20500
SOM,2022,18578
SOM,2021,16258
SOM,2020,13229
SOM,2019,17789
SOM,2018,16361
SOM,2017,14706
SOM,2016,12792
SOM,2015,10115
SOM,2014,9262
SOM,2013,9877
SOM,2012,8461
SOM,2011,6018
SOM,2010,24111
SOM,2009,24666
SOM,2008,9243
SOM,2007,8705
SOM,2006,1215
SOM,2005,97
SOM,2004,331
SOM,2003,190
SOM,2002,214
SOM,2001,60
SOM,2000,0
ZAF,2025,82358
ZAF,2024,100313
ZAF,2023,86911
ZAF,2022,84316
ZAF,2021,167411
ZAF,2020,173461
ZAF,2019,188235
ZAF,2018,184193
ZAF,2017,191333
ZAF,2016,218275
ZAF,2015,1096021
ZAF,2014,463909
ZAF,2013,237231
ZAF,2012,230420
ZAF,2011,219341
ZAF,2010,171702
ZAF,2009,309794
ZAF,2008,227124
ZAF,2007,170864
ZAF,2006,131107
ZAF,2005,140095
ZAF,2004,115224
ZAF,2003,84089
ZAF,2002,52447
ZAF,2001,11413
ZAF,2000,15139
SSD,2025,3246
SSD,2024,2677
SSD,2023,4871
SSD,2022,2137
SSD,2021,4314
SSD,2020,3763
SSD,2019,3677
SSD,2018,2535
SSD,2017,1895
SSD,2016,1790
SSD,2015,835
SSD,2014,128
SSD,2013,36
SSD,2012,32
SSD,2011,90
ESP,2025,248715
ESP,2024,263965
ESP,2023,204270
ESP,2022,134580
ESP,2021,103850
ESP,2020,103385
ESP,2019,133030
ESP,2018,78685
ESP,2017,34866
ESP,2016,20360
ESP,2015,11023
ESP,2014,7508
ESP,2013,4329
ESP,2012,2790
ESP,2011,2670
ESP,2010,2688
ESP,2009,3280
LKA,2025,271
LKA,2024,268
LKA,2023,178
LKA,2022,221
LKA,2021,201
LKA,2020,224
LKA,2019,361
LKA,2018,744
LKA,2017,629
LKA,2016,573
LKA,2015,602
LKA,2014,945
LKA,2013,1605
LKA,2012,255
LKA,2011,198
LKA,2010,134
LKA,2009,338
LKA,2008,389
LKA,2007,196
LKA,2006,130
LKA,2005,117
LKA,2004,48
LKA,2003,5
LKA,2002,13
LKA,2001,30
LKA,2000,20
KNA,2025,0
KNA,2024,0
KNA,2023,0
KNA,2022,0
KNA,2021,0
KNA,2020,0
KNA,2019,0
KNA,2018,0
KNA,2017,5
LCA,2025,0
LCA,2024,0
LCA,2023,5
LCA,2013,0
LCA,2011,5
LCA,2010,6
LCA,2009,5
VCT,2022,0
VCT,2021,0
VCT,2020,0
VCT,2019,0
SDN,2025,50147
SDN,2024,44593
SDN,2023,39510
SDN,2022,31830
SDN,2021,26619
SDN,2020,16023
SDN,2019,15541
SDN,2018,17619
SDN,2017,18212
SDN,2016,16056
SDN,2015,12582
SDN,2014,10194
SDN,2013,10792
SDN,2012,7665
SDN,2011,6896
SDN,2010,6038
SDN,2009,5936
SDN,2008,5862
SDN,2007,7322
SDN,2006,4456
SDN,2005,4420
SDN,2004,4265
SDN,2003,477
SDN,2002,23449
SDN,2001,5
SDN,2000,3203
SUR,2025,3191
SUR,2024,3217
SUR,2023,2609
SUR,2022,2546
SUR,2021,2133
SUR,2020,1988
SUR,2019,1426
SUR,2018,206
SUR,2017,67
SUR,2016,43
SWE,2025,4661
SWE,2024,5490
SWE,2023,11271
SWE,2022,14469
SWE,2021,13954
SWE,2020,18603
SWE,2019,28006
SWE,2018,37892
SWE,2017,51588
SWE,2016,83040
SWE,2015,157017
SWE,2014,56748
SWE,2013,27705
SWE,2012,22830
SWE,2011,18106
SWE,2010,18606
SWE,2009,18932
SWE,2008,24075
SWE,2007,27686
SWE,2006,17384
SWE,2005,15670
SWE,2004,28006
SWE,2003,35250
SWE,2002,33277
SWE,2001,17600
SWE,2000,10800
CHE,2025,17039
CHE,2024,17010
CHE,2023,18884
CHE,2022,14904
CHE,2021,7109
CHE,2020,6547
CHE,2019,11200
CHE,2018,14776
CHE,2017,23728
CHE,2016,30778
CHE,2015,32691
CHE,2014,20805
CHE,2013,22087
CHE,2012,21670
CHE,2011,16893
CHE,2010,12884
CHE,2009,17127
CHE,2008,17155
CHE,2007,10729
CHE,2006,12374
CHE,2005,14405
CHE,2004,18616
CHE,2003,24529
CHE,2002,28080
CHE,2001,25637
CHE,2000,27454
SYR,2025,4144
SYR,2024,4767
SYR,2023,4861
SYR,2022,5538
SYR,2021,8765
SYR,2020,8769
SYR,2019,12065
SYR,2018,18631
SYR,2017,18098
SYR,2016,12484
SYR,2015,5248
SYR,2014,2747
SYR,2013,2480
SYR,2012,2216
SYR,2011,1813
SYR,2010,2435
SYR,2009,3054
SYR,2008,2237
SYR,2007,5862
SYR,2006,5187
SYR,2005,1888
SYR,2004,771
SYR,2003,931
SYR,2002,489
SYR,2001,598
SYR,2000,2638
TJK,2025,3238
TJK,2024,3034
TJK,2023,1387
TJK,2022,1113
TJK,2021,3046
TJK,2020,408
TJK,2019,1413
TJK,2018,315
TJK,2017,440
TJK,2016,431
TJK,2015,286
TJK,2014,123
TJK,2013,2270
TJK,2012,2140
TJK,2011,2026
TJK,2010,1654
TJK,2009,1510
TJK,2008,41
TJK,2007,142
TJK,2006,238
TJK,2005,22
TJK,2004,458
TJK,2003,433
TJK,2002,365
TJK,2001,381
TJK,2000,233
TZA,2025,43262
TZA,2024,41264
TZA,2023,40143
TZA,2022,28745
TZA,2021,27769
TZA,2020,28748
TZA,2019,29554
TZA,2018,39659
TZA,2017,44172
TZA,2016,8539
TZA,2015,2150
TZA,2014,883
TZA,2013,407
TZA,2012,521
TZA,2011,707
TZA,2010,1246
TZA,2009,843
TZA,2008,255
TZA,2007,309
TZA,2006,376
TZA,2005,301
TZA,2004,161
TZA,2003,161
TZA,2002,165
TZA,2001,21327
TZA,2000,21418
THA,2025,2880
THA,2024,2604
THA,2023,1674
THA,2022,926
THA,2021,677
THA,2020,852
THA,2019,837
THA,2018,934
THA,2017,2046
THA,2016,4986
THA,2015,8248
THA,2014,7917
THA,2013,4685
THA,2012,14554
THA,2011,13331
THA,2010,10233
THA,2009,10245
THA,2008,12563
THA,2007,13471
THA,2006,18406
THA,2005,32137
THA,2004,1038
THA,2003,2645
THA,2002,1051
THA,2001,343
THA,2000,360
TLS,2015,0
TLS,2014,0
TLS,2013,0
TLS,2012,0
TLS,2011,0
TLS,2010,0
TLS,2009,5
TLS,2008,12
TLS,2007,0
TLS,2006,0
TLS,2005,8
TLS,2004,8
TLS,2003,12
TLS,2002,5
TLS,2001,6
TGO,2025,4282
TGO,2024,1262
TGO,2023,4400
TGO,2022,576
TGO,2021,810
TGO,2020,660
TGO,2019,692
TGO,2018,694
TGO,2017,744
TGO,2016,777
TGO,2015,745
TGO,2014,710
TGO,2013,426
TGO,2012,399
TGO,2011,375
TGO,2010,144
TGO,2009,148
TGO,2008,448
TGO,2007,124
TGO,2006,434
TGO,2005,407
TGO,2004,372
TGO,2003,329
TGO,2002,118
TGO,2001,76
TGO,2000,79
TTO,2025,23369
TTO,2024,20806
TTO,2023,28617
TTO,2022,20369
TTO,2021,21622
TTO,2020,19926
TTO,2019,17364
TTO,2018,9937
TTO,2017,1975
TTO,2016,202
TTO,2015,87
TTO,2014,80
TTO,2013,38
TTO,2012,0
TTO,2011,5
TTO,2010,96
TTO,2009,192
TTO,2008,93
TTO,2007,96
TUN,2025,5523
TUN,2024,9620
TUN,2023,11093
TUN,2022,5630
TUN,2021,6140
TUN,2020,3700
TUN,2019,1517
TUN,2018,250
TUN,2017,36
TUN,2016,30
TUN,2015,80
TUN,2014,223
TUN,2013,351
TUN,2012,335
TUN,2011,544
TUN,2010,24
TUN,2009,32
TUN,2008,45
TUN,2007,52
TUN,2006,66
TUN,2005,28
TUN,2004,5
TUN,2003,6
TUN,2002,10
TUN,2001,17
TUN,2000,5
TUR,2025,102497
TUR,2024,154083
TUR,2023,222069
TUR,2022,272336
TUR,2021,304970
TUR,2020,322188
TUR,2019,328257
TUR,2018,311699
TUR,2017,308838
TUR,2016,245926
TUR,2015,212368
TUR,2014,106357
TUR,2013,52448
TUR,2012,23785
TUR,2011,10936
TUR,2010,6699
TUR,2009,5969
TUR,2008,7107
TUR,2007,5166
TUR,2006,6202
TUR,2005,4870
TUR,2004,3929
TUR,2003,3448
TUR,2002,2577
TUR,2001,4168
TUR,2000,5200
TKM,2025,0
TKM,2024,0
TKM,2023,0
TKM,2022,0
TKM,2021,0
TKM,2020,0
TKM,2019,0
TKM,2018,0
TKM,2017,0
TKM,2016,0
TKM,2015,0
TKM,2014,0
TKM,2013,0
TKM,2012,0
TKM,2011,0
TKM,2010,0
TKM,2009,0
TKM,2008,0
TKM,2007,16
TKM,2006,0
TKM,2005,0
TKM,2004,0
TKM,2003,5
TKM,2002,0
TKM,2001,489
TKM,2000,566
TCA,2025,0
TCA,2024,0
TCA,2023,0
TCA,2022,0
TCA,2021,0
TCA,2020,0
TCA,2019,0
TCA,2018,0
TCA,2017,0
TCA,2016,0
TCA,2015,0
TCA,2014,5
TCA,2013,5
TCA,2012,21
UGA,2025,35249
UGA,2024,37105
UGA,2023,37657
UGA,2022,32166
UGA,2021,43388
UGA,2020,25236
UGA,2019,21658
UGA,2018,25269
UGA,2017,44635
UGA,2016,41872
UGA,2015,35768
UGA,2014,35468
UGA,2013,24216
UGA,2012,28061
UGA,2011,23449
UGA,2010,20803
UGA,2009,11551
UGA,2008,9248
UGA,2007,5776
UGA,2006,5812
UGA,2005,1806
UGA,2004,1806
UGA,2003,723
UGA,2002,544
UGA,2001,629
UGA,2000,2466
UKR,2025,443
UKR,2024,487
UKR,2023,498
UKR,2022,502
UKR,2021,2719
UKR,2020,2359
UKR,2019,2386
UKR,2018,6389
UKR,2017,6210
UKR,2016,6536
UKR,2015,6479
UKR,2014,5889
UKR,2013,5458
UKR,2012,5062
UKR,2011,3589
UKR,2010,2949
UKR,2009,2030
UKR,2008,1300
UKR,2007,1283
UKR,2006,1157
UKR,2005,1591
UKR,2004,1803
UKR,2003,874
UKR,2002,400
UKR,2001,171
UKR,2000,75
ARE,2025,6257
ARE,2024,6257
ARE,2023,7044
ARE,2022,7110
ARE,2021,7203
ARE,2020,7229
ARE,2019,7266
ARE,2018,6500
ARE,2017,1882
ARE,2016,605
ARE,2015,422
ARE,2014,212
ARE,2013,74
ARE,2012,91
ARE,2011,41
ARE,2010,88
ARE,2009,76
ARE,2008,67
ARE,2007,66
ARE,2006,31
ARE,2005,77
ARE,2004,52
ARE,2003,61
ARE,2002,272
ARE,2001,355
ARE,2000,329
GBR,2025,144747
GBR,2024,124783
GBR,2023,138156
GBR,2022,167289
GBR,2021,104897
GBR,2020,77245
GBR,2019,61947
GBR,2018,45234
GBR,2017,40354
GBR,2016,43496
GBR,2015,45853
GBR,2014,36354
GBR,2013,25100
GBR,2012,18896
GBR,2011,16861
GBR,2010,14880
GBR,2009,12406
GBR,2008,13600
GBR,2007,10800
GBR,2006,12400
GBR,2005,12500
GBR,2004,9700
GBR,2003,23900
GBR,2002,41300
GBR,2001,38800
GBR,2000,88600
USA,2025,3718945
USA,2024,3184162
USA,2023,2601468
USA,2022,1798790
USA,2021,1303181
USA,2020,997996
USA,2019,847608
USA,2018,718992
USA,2017,642719
USA,2016,439864
USA,2015,286177
USA,2014,187815
USA,2013,84317
USA,2012,18946
USA,2011,11700
USA,2010,6276
USA,2009,63758
USA,2008,69188
USA,2007,83855
USA,2006,124194
USA,2005,169706
USA,2004,263675
USA,2003,350860
USA,2002,395358
USA,2001,395849
USA,2000,386303
URY,2025,27288
URY,2024,30827
URY,2023,24173
URY,2022,16479
URY,2021,13519
URY,2020,10631
URY,2019,13742
URY,2018,6404
URY,2017,2089
URY,2016,352
URY,2015,69
URY,2014,51
URY,2013,38
URY,2012,40
URY,2011,49
URY,2010,33
URY,2009,32
URY,2008,33
URY,2007,29
URY,2006,22
URY,2005,0
URY,2004,5
URY,2003,5
URY,2002,0
URY,2001,0
URY,2000,0
UZB,2025,0
UZB,2024,0
UZB,2023,0
UZB,2022,0
UZB,2021,0
UZB,2020,0
UZB,2019,0
UZB,2018,0
UZB,2017,0
UZB,2016,0
UZB,2015,0
UZB,2014,0
UZB,2013,0
UZB,2012,0
UZB,2011,0
UZB,2010,0
UZB,2009,0
UZB,2008,0
UZB,2007,0
UZB,2006,0
UZB,2005,582
UZB,2004,475
UZB,2003,967
UZB,2002,1075
UZB,2001,1335
UZB,2000,1243
VUT,2025,7
VUT,2023,5
VUT,2021,5
VUT,2010,0
VUT,2009,0
VUT,2008,0
VEN,2025,1577
VEN,2024,1578
VEN,2023,1578
VEN,2022,1045
VEN,2021,516
VEN,2020,284
VEN,2019,49
VEN,2018,142
VEN,2017,904
VEN,2016,900
VEN,2015,217
VEN,2014,410
VEN,2013,1057
VEN,2012,900
VEN,2011,17356
VEN,2010,15844
VEN,2009,14357
VEN,2008,11928
VEN,2007,9588
VEN,2006,7750
VEN,2005,5906
VEN,2004,3897
VEN,2003,2282
VEN,2002,1008
VEN,2001,303
VEN,2000,72
YEM,2025,14642
YEM,2024,14094
YEM,2023,15259
YEM,2022,13225
YEM,2021,12593
YEM,2020,10693
YEM,2019,10669
YEM,2018,8805
YEM,2017,9763
YEM,2016,9088
YEM,2015,9857
YEM,2014,8667
YEM,2013,8190
YEM,2012,6474
YEM,2011,5870
YEM,2010,2547
YEM,2009,1356
YEM,2008,826
YEM,2007,713
YEM,2006,861
YEM,2005,797
YEM,2004,1272
YEM,2003,616
YEM,2002,2091
YEM,2001,2359
YEM,2000,1406
ZMB,2025,12906
ZMB,2024,9643
ZMB,2023,5549
ZMB,2022,2774
ZMB,2021,4394
ZMB,2020,4293
ZMB,2019,5067
ZMB,2018,3300
ZMB,2017,4675
ZMB,2016,3318
ZMB,2015,2408
ZMB,2014,2174
ZMB,2013,2217
ZMB,2012,1190
ZMB,2011,1018
ZMB,2010,324
ZMB,2009,76
ZMB,2008,56
ZMB,2007,25
ZMB,2006,215
ZMB,2005,146
ZMB,2004,86
ZMB,2003,180
ZMB,2002,945
ZMB,2001,500
ZMB,2000,261
ZWE,2025,9495
ZWE,2024,13192
ZWE,2023,12451
ZWE,2022,11670
ZWE,2021,11951
ZWE,2020,11929
ZWE,2019,11532
ZWE,2018,10207
ZWE,2017,8392
ZWE,2016,948
ZWE,2015,257
ZWE,2014,642
ZWE,2013,479
ZWE,2012,432
ZWE,2011,774
ZWE,2010,414
ZWE,2009,629
ZWE,2008,525
ZWE,2007,546
ZWE,2006,296
ZWE,2005,118
ZWE,2004,0
ZWE,2003,553
ZWE,2002,540
ZWE,2001,766
ZWE,2000,62
